#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
ZM55_28A__CH235.12	0.665	-1155.868288	-375.370607	1398.547043	-24.089483	12.666667	11.333333	-3.810567	15.833333	11.166667	8.666667	19.666667	15.500000	19.833333	92.925142	227.949302	24.411333	49.385000	-127.541767	-338.328833	-14.816056	-15.395833	42.603333	19.863333	-9.566827
0330_V4_C3__HJ16	1.15	248.733888	-497.651211	92.565407	-25.958313	13.333333	11.166667	-9.951457	20.666667	6.166667	6.333333	33.333333	13.666667	24.000000	103.998138	228.410885	21.858000	11.998333	-197.300000	-498.431833	-15.771608	-24.067333	42.945000	18.500000	-11.091282
0815_V3_C3__HJ16	0.013	1235.525919	-455.804609	-844.318396	-23.287393	9.166667	7.166667	-6.256175	25.000000	2.500000	6.833333	25.333333	10.833333	23.666667	98.624234	234.101371	16.960500	78.457167	-185.167833	-481.402000	-14.555478	-21.914167	41.955000	19.760000	-10.697848
0921_V2_C14__HJ16	0.1	-800.345142	-436.321572	1130.927964	-23.779050	9.166667	7.833333	-9.734243	26.500000	4.333333	4.833333	24.333333	9.833333	25.666667	97.185820	227.446521	14.652000	-24.381667	-162.422333	-479.268833	-15.126217	-20.636833	42.936667	19.356667	-9.222898
1054_07_TC4_1499__HJ16	8.7	-1737.879785	-465.677222	2096.286403	-25.612367	10.500000	8.500000	-6.430115	26.333333	2.166667	7.833333	27.166667	10.666667	26.833333	100.781909	233.762971	15.637500	61.832333	-213.882833	-547.173833	-16.006716	-23.426000	43.956667	19.028333	-11.278083
1056_10_TA11_1826__HJ16	3.9	-565.841989	-491.131689	966.749501	-24.227451	9.166667	7.666667	-9.833649	25.666667	4.833333	5.666667	28.166667	11.833333	22.000000	100.374604	230.849339	14.555667	37.031667	-160.846167	-480.712000	-15.545466	-21.695500	41.580000	20.520000	-7.615113
16055_2_3__HJ16	0.01897	-1002.271765	-510.642830	1364.681835	-25.494662	11.000000	9.000000	-7.192688	29.500000	3.500000	9.000000	21.666667	8.666667	31.166667	103.132175	233.707672	20.008167	44.420000	-246.312833	-639.351333	-16.675807	-21.549167	42.450000	20.693333	-13.730750
211_9__HJ16	3.9	445.128498	-467.935636	-75.266130	-24.810436	10.833333	8.666667	-9.672058	21.833333	4.666667	6.500000	27.000000	12.000000	23.166667	100.250340	232.978525	17.206000	111.863333	-186.381833	-477.482500	-14.597296	-21.797833	41.265000	19.685000	-9.692172
246_F3_C10_2__HJ16	24.0	722.561167	-525.521577	-316.201335	-25.937640	10.500000	8.833333	-9.167587	25.000000	7.166667	4.166667	27.500000	12.333333	27.000000	104.081239	228.494257	16.913833	89.308167	-207.225833	-545.594667	-16.677166	-21.346667	41.833333	19.093333	-12.470437
25925_2_22__HJ16	4.43621	-687.788457	-511.522211	1075.682774	-26.003956	10.666667	8.833333	-7.131744	30.500000	2.666667	6.666667	27.333333	11.333333	30.166667	105.479988	233.668162	19.169833	0.105000	-211.177167	-596.186333	-16.084035	-24.066833	41.635000	19.890000	-11.807248
26191_2_48__HJ16	0.03464	-1098.908801	-510.470017	1456.552948	-25.383937	9.500000	8.000000	-9.094671	27.000000	4.000000	6.333333	28.166667	11.000000	25.333333	101.633061	224.783307	13.717833	0.070000	-201.156167	-575.661500	-15.644284	-22.512333	43.246667	20.460000	-11.040532
263_8__HJ16	2.39	-580.439694	-376.023472	858.083328	-20.352169	8.833333	8.333333	-8.006210	19.833333	3.500000	5.000000	27.166667	8.000000	19.666667	95.089927	227.997832	9.058783	-1.453333	-144.355833	-378.681500	-12.282125	-21.518667	41.203333	18.511667	-7.609145
269_12__HJ16	2.4	153.565251	-477.059458	240.672754	-25.576066	10.166667	9.000000	-6.508759	23.833333	3.000000	7.000000	30.666667	13.500000	24.333333	99.953052	234.095209	18.289167	74.626667	-190.998333	-496.819667	-16.195580	-24.432500	42.421667	18.180000	-11.012803
286_36__HJ16	0.042	-952.444495	-489.240928	1313.561187	-24.538751	10.166667	8.000000	-5.467041	24.500000	2.500000	7.000000	29.666667	10.500000	28.500000	101.372211	235.465883	25.772000	89.636667	-201.671667	-549.640000	-15.318118	-24.782000	41.951667	20.456667	-12.520113
288_38__HJ16	0.203	-729.996487	-471.158079	1118.971065	-24.437612	8.166667	6.833333	-6.787211	23.666667	3.833333	5.666667	33.166667	10.500000	19.833333	102.749108	233.961864	14.447833	62.556667	-180.524833	-493.406333	-15.295351	-23.720000	42.945000	20.126667	-9.813377
3365_V2_C20__HJ16	0.843	-638.149408	-516.439999	1025.456672	-26.823288	9.833333	8.666667	-6.739614	23.666667	5.500000	6.666667	34.833333	14.166667	22.666667	103.290558	230.473500	19.531833	69.805000	-218.957167	-550.142000	-16.344228	-25.058333	40.826667	19.525000	-11.542695
3589_V1_C4__HJ16	1.32	-542.944283	-509.355532	951.417773	-25.881770	11.500000	9.666667	-7.035670	22.500000	3.000000	8.000000	28.833333	13.666667	29.833333	104.134951	234.571405	23.304333	123.725000	-196.622500	-508.446833	-15.868725	-24.824167	41.928333	19.335000	-9.686930
3637_V5_C3__HJ16	0.239	-987.499739	-511.695913	1390.189106	-26.091658	7.500000	6.333333	-7.479446	33.166667	4.166667	5.333333	21.166667	8.166667	29.666667	103.304437	230.131959	14.623000	-92.106667	-184.041333	-556.112167	-16.247014	-19.893833	43.323333	20.770000	-12.825075
398_F1_F6_20__HJ16	21.16	-339.642549	-440.865242	701.939752	-23.892133	8.666667	7.500000	-6.363174	22.666667	4.666667	5.166667	27.333333	12.000000	24.833333	96.953138	226.878804	19.054667	99.486667	-190.775500	-455.421667	-14.092568	-21.945333	41.380000	20.143333	-6.922503
5768_4__HJ16	5.75	-288.425169	-423.143429	643.315326	-22.154226	7.666667	6.500000	-6.937632	24.166667	4.666667	4.166667	26.333333	10.000000	24.333333	98.245460	231.498835	14.551267	36.906667	-132.984667	-423.947833	-13.607144	-21.115333	41.978333	19.968333	-6.693907
6240_08_TA5_4622__HJ16	5.3	-421.110848	-478.738998	801.629227	-24.673759	9.666667	8.166667	-6.915365	23.500000	4.666667	6.333333	34.166667	13.500000	19.000000	101.195380	234.983414	20.633167	77.913333	-177.398833	-502.368667	-14.605992	-24.122833	42.268333	18.750000	-8.828672
6785_V5_C14__HJ16	37.1	-916.663560	-434.120769	1244.833807	-23.493070	9.333333	8.000000	-9.624410	21.666667	6.333333	4.000000	27.666667	11.666667	21.500000	96.174966	230.700365	17.544667	-2.976667	-171.177667	-439.069333	-14.092582	-20.417500	42.510000	19.615000	-7.196162
703010217_B6__HJ16	0.05148	-712.579207	-419.836136	1034.335099	-21.791951	9.666667	8.000000	-6.289678	25.166667	2.333333	6.500000	26.666667	9.166667	22.333333	91.706368	222.366844	13.359000	67.893333	-156.043667	-395.298500	-13.614683	-21.982667	43.006667	20.301667	-9.878557
928_28__HJ16	0.08602	-1231.274189	-494.219570	1569.588687	-24.754416	12.333333	11.000000	-6.952118	23.333333	4.000000	8.500000	32.000000	12.166667	28.000000	102.787863	234.916558	20.339000	16.736667	-208.242500	-586.427000	-16.513980	-25.359833	42.715000	19.976667	-10.977247
92RW020_2__HJ16	1.59522	343.869899	-510.208995	35.429231	-26.461027	11.833333	9.333333	-6.592590	20.666667	5.333333	7.166667	33.500000	13.666667	28.000000	102.111025	225.464323	20.419333	49.723333	-189.693167	-551.675833	-16.060738	-25.280667	42.381667	20.321667	-10.539833
92RW020_5__HJ16	2.8	256.718158	-513.608444	144.933619	-25.460089	9.666667	8.166667	-5.883738	19.333333	6.500000	7.000000	32.000000	13.333333	28.833333	102.525616	226.020643	22.428667	89.016667	-189.539500	-519.294167	-16.064353	-24.293167	42.255000	20.388333	-7.917760
96ZM651_02__HJ16	0.13389	-855.829822	-480.362347	1227.207499	-25.167898	8.833333	7.500000	-8.791697	29.166667	4.000000	6.166667	25.333333	10.833333	23.500000	102.973905	237.020692	13.147000	18.493333	-191.792167	-511.753667	-16.256824	-21.259500	41.858333	19.221667	-14.028067
BG505_W6M_C2_T332N__HJ16	3.199	418.542320	-466.636200	-72.790719	-22.756290	10.500000	8.833333	-9.278514	22.166667	4.833333	6.166667	30.833333	10.333333	22.333333	99.564086	227.157733	16.678000	40.871667	-192.582500	-478.347500	-14.494761	-23.050833	42.835000	18.936667	-8.530520
BI369_9A__HJ16	0.152	-338.611080	-430.209619	649.803391	-24.021019	10.166667	9.000000	-7.295410	23.500000	4.166667	8.166667	29.500000	12.000000	20.833333	96.355484	230.797910	15.521833	-27.346667	-173.524833	-464.826167	-15.282740	-22.937167	41.203333	20.043333	-8.533795
C1080_C3__HJ16	6.18	-260.692174	-462.384143	615.874140	-24.876823	9.833333	8.166667	-7.923854	26.500000	3.833333	4.333333	23.333333	11.000000	25.833333	101.117964	231.937961	18.660333	49.548333	-198.791167	-473.238333	-15.548149	-20.430000	42.378333	19.303333	-10.661210
C2101_C1__HJ16	0.116	191.686159	-401.775899	140.562763	-21.436143	8.000000	6.833333	-7.798965	21.000000	4.166667	3.500000	27.333333	10.666667	19.500000	94.792987	224.927665	13.320500	101.440000	-152.589333	-347.982333	-13.148920	-20.618333	43.128333	18.795000	-6.830768
C4118_9__HJ16	10.3	-557.885293	-445.919059	918.820546	-23.805525	8.666667	7.666667	-7.407644	21.833333	5.500000	4.000000	25.833333	11.500000	20.500000	99.826389	229.132382	16.332500	57.151667	-145.674150	-386.583333	-14.240466	-19.676000	43.051667	19.145000	-8.476877
CAAN5342__HJ16	9.53486	-2765.293904	-487.248982	3084.081438	-24.996769	10.000000	7.833333	-7.918971	25.666667	3.166667	8.666667	23.833333	10.833333	28.000000	99.469216	227.821432	14.879500	61.070000	-239.788167	-603.701500	-15.989229	-22.019500	43.466667	18.923333	-10.847545
CAP45_G3__HJ16	14.1	502.756440	-539.512068	-91.451407	-26.310983	9.666667	8.500000	-7.262100	25.833333	4.500000	7.500000	25.000000	12.333333	27.500000	104.012789	226.126473	16.701000	58.666667	-197.892500	-515.598000	-16.313647	-21.631333	42.770000	20.406667	-12.987032
CAP88_6M_C10__HJ16	0.0001	-656.832877	-467.744482	1007.338424	-25.401166	10.333333	8.833333	-8.014425	26.166667	4.000000	7.166667	24.833333	13.666667	23.666667	99.496275	227.855097	9.697667	-34.418333	-203.829667	-527.302667	-16.620558	-20.958167	42.385000	20.656667	-10.581397
CE0393_C3__HJ16	1.4	-1370.805195	-445.364275	1702.030627	-23.407628	10.666667	9.166667	-7.200979	23.166667	3.666667	8.000000	26.833333	12.000000	22.166667	97.948299	231.405157	17.415833	70.756667	-177.167500	-444.041833	-15.168719	-22.010333	41.543333	20.663333	-9.184922
CE1176_A3__HJ16	0.18049	-691.397526	-468.682947	1038.781953	-24.371974	11.166667	8.833333	-7.309550	24.666667	4.000000	7.833333	30.000000	11.000000	23.000000	99.312394	226.972850	18.347667	76.923333	-186.260167	-482.760833	-15.523895	-23.462833	42.720000	18.980000	-11.789967
CH111_8__HJ16	4.9	-811.499333	-468.170734	1184.937452	-24.873033	8.666667	7.166667	-7.126383	27.166667	2.500000	9.333333	24.000000	9.500000	23.000000	101.236088	230.798986	13.649167	58.135000	-203.514333	-508.510833	-15.154139	-21.552333	42.815000	19.300000	-10.514472
CH114_8__HJ16	0.3	-1203.410499	-436.318907	1539.212928	-23.264329	8.833333	7.666667	-7.604324	26.500000	4.500000	4.166667	23.000000	10.833333	22.500000	96.423171	224.074955	14.271833	9.365000	-175.898667	-465.555833	-14.159956	-19.508167	41.263333	19.440000	-10.577155
CH119_10__HJ16	0.18049	-2204.187675	-571.842918	2549.602346	-28.381083	13.666667	12.166667	-12.008102	24.500000	6.333333	8.833333	31.333333	13.833333	27.333333	109.227935	237.678794	18.590667	-13.968333	-268.646000	-639.556500	-18.656934	-24.350667	41.416667	19.731667	-19.341383
CH120_6__HJ16	0.5	-1953.884113	-470.758667	2280.819523	-24.826454	11.166667	9.500000	-6.237956	31.000000	2.500000	5.333333	26.333333	10.500000	24.833333	99.687547	229.635730	17.905000	-35.388333	-201.546167	-564.289667	-16.088191	-22.288833	42.720000	18.926667	-12.142870
CH181_12__HJ16	18.69432	-344.904861	-505.152479	732.896182	-26.154607	10.166667	8.833333	-9.136185	27.000000	2.333333	8.166667	26.500000	12.000000	25.666667	102.539059	236.533015	10.937167	27.815000	-209.362000	-534.190000	-17.189925	-23.210667	42.076667	19.231667	-13.325967
CNE30__HJ16	0.381	-984.352317	-487.387828	1323.457681	-24.993607	9.833333	8.666667	-7.188014	26.833333	4.166667	6.666667	27.666667	9.666667	23.000000	101.061308	236.442458	12.668200	2.703333	-227.255833	-556.755333	-15.888264	-22.180167	42.293333	19.115000	-9.978468
CNE5__HJ16	0.24583	-35.275551	-458.041889	437.490280	-23.073092	7.833333	6.833333	-6.814138	23.000000	4.833333	3.666667	27.833333	10.333333	23.500000	101.363767	234.654159	19.240167	89.563333	-163.805833	-425.935167	-14.139409	-21.721500	41.583333	18.668333	-6.704178
CNE53__HJ16	0.172	-1419.441531	-497.788773	1789.209221	-23.603179	9.333333	7.000000	-6.331528	23.000000	4.000000	6.666667	29.333333	10.833333	25.833333	99.725769	228.458115	19.128500	78.473333	-202.848333	-519.423667	-15.470833	-23.528000	42.533333	19.083333	-11.308120
CNE59__HJ16	2.0384	-741.814534	-387.719562	1039.439895	-21.563540	9.500000	8.166667	-6.832031	20.333333	4.166667	4.166667	26.500000	12.000000	21.166667	94.919115	227.931360	15.629667	51.878333	-144.160167	-351.776667	-12.978622	-20.741000	42.965000	18.716667	-6.830592
CNE8__HJ16	16.69251	-948.380293	-414.056483	1283.627911	-22.398204	9.166667	7.666667	-6.565455	20.833333	5.500000	5.166667	27.333333	12.833333	21.166667	95.122621	226.187838	17.691167	16.613333	-162.195500	-427.234333	-13.749583	-20.631333	43.198333	19.523333	-8.212307
CNXJ0031_12__HJ16	0.66	-3213.860850	-476.271741	3511.863206	-24.807048	11.000000	9.166667	-6.905385	27.166667	3.666667	7.500000	30.166667	12.833333	22.333333	102.679173	237.912754	16.591667	-20.493333	-202.250333	-537.015500	-16.309286	-23.678833	41.385000	19.296667	-10.840333
CNXJ0651_10__HJ16	1.01	-584.413622	-403.758234	910.397841	-21.927603	8.166667	7.000000	-7.307800	22.000000	2.833333	6.666667	24.000000	8.666667	25.833333	94.608060	226.999912	15.032500	112.348333	-157.773000	-384.513167	-13.279085	-21.346333	42.996667	20.051667	-7.428863
CNXJ0651_5__HJ16	0.23	-91.828502	-486.340894	452.846939	-26.145390	10.000000	8.500000	-7.510610	25.000000	3.833333	7.666667	27.000000	11.833333	25.000000	104.383847	237.458419	15.818167	55.971667	-200.209167	-545.082667	-16.186589	-22.689667	42.715000	17.883333	-10.031048
CNXJ0651_8__HJ16	1.13	-668.696081	-453.626370	1020.723936	-24.000530	10.000000	8.166667	-7.865214	25.333333	3.333333	8.000000	24.666667	11.833333	28.666667	98.140220	233.439482	18.308333	106.850000	-187.328667	-439.366167	-14.378498	-22.310000	43.175000	19.530000	-9.306993
CNXJ0651_9__HJ16	0.16	-267.147511	-424.974362	625.685743	-22.632745	8.166667	7.166667	-6.870107	24.833333	4.000000	5.333333	24.833333	10.000000	25.666667	95.213625	227.190630	15.071000	100.246500	-140.405000	-377.405167	-14.380705	-21.197333	42.213333	19.551667	-7.803018
DU172_17__HJ16	13.43092	460.303698	-466.108421	-78.042341	-24.951686	9.833333	8.833333	-6.765340	22.666667	1.333333	9.000000	25.333333	10.333333	23.666667	101.466546	231.458408	16.299667	199.626667	-171.148833	-422.188333	-14.428483	-22.743833	41.453333	20.705000	-10.857172
HT593_1__HJ16	0.115	-633.710182	-486.626353	1002.938947	-25.071477	11.000000	8.833333	-9.722341	22.166667	4.333333	5.000000	31.833333	10.666667	22.500000	103.848121	241.582129	19.841333	90.276667	-187.165667	-510.207167	-14.805964	-23.638500	42.046667	19.090000	-9.514367
HXB2__HJ16	0.014	839.129779	-402.545733	-516.017925	-22.222209	10.000000	7.833333	-9.342595	19.000000	5.500000	7.833333	26.500000	11.666667	19.500000	93.579233	225.810902	16.302833	108.926667	-166.073000	-400.155667	-13.213653	-20.613333	41.633333	20.270000	-6.690565
JRCSF__HJ16	7.6	-595.957557	-428.910935	929.609593	-22.355335	10.166667	8.666667	-7.141973	18.333333	3.333333	8.166667	24.833333	11.500000	25.333333	96.088360	226.670781	18.205833	176.931667	-188.766833	-446.930167	-13.203563	-21.719833	42.121667	21.178333	-7.985628
JRFL__HJ16	6.58	-901.483694	-458.718959	1283.616650	-23.897795	8.833333	7.500000	-6.757345	21.833333	2.833333	6.333333	31.000000	10.500000	22.666667	98.516506	228.285946	16.426833	135.993333	-195.326167	-497.102333	-14.887780	-23.791667	43.005000	20.265000	-10.954503
KNH1209_18__HJ16	18.2	39.364965	-420.169002	278.533315	-22.516098	10.666667	9.166667	-8.174484	21.333333	4.000000	6.833333	30.000000	11.166667	19.500000	94.040871	227.967775	16.748667	12.070000	-164.295000	-433.030000	-13.267222	-22.644667	42.290000	19.043333	-8.324652
MG505_W0M_A2__HJ16	15.6	104.014550	-469.035755	263.663960	-24.323689	10.000000	7.666667	-8.871516	22.166667	4.833333	7.500000	30.666667	10.666667	21.666667	100.693466	226.387892	16.012500	48.255000	-177.822667	-464.227500	-14.896970	-23.183833	42.535000	18.688333	-7.693520
MI369_A5__HJ16	0.17	-52.705497	-448.788911	394.350338	-24.193263	9.500000	8.333333	-7.937042	24.833333	4.166667	7.666667	31.000000	11.500000	21.000000	97.378647	232.369459	15.562000	-38.785000	-170.191667	-478.659667	-15.617673	-23.434500	42.466667	19.216667	-9.533455
NAB5PRE_CL_1__HJ16	8.07	-620.943000	-447.321671	953.279658	-23.871221	10.166667	8.333333	-9.104431	25.333333	3.000000	6.500000	30.000000	10.666667	20.166667	98.170779	226.124235	13.518833	22.803333	-178.029500	-482.696000	-15.608373	-23.054667	41.915000	19.930000	-6.201011
NAB9PRE_CL_106__HJ16	11.7	-1038.575088	-468.240781	1417.561374	-24.164909	10.500000	7.833333	-7.061859	23.333333	3.833333	6.166667	19.666667	10.833333	25.833333	103.700406	237.884489	16.266167	98.688333	-156.870333	-440.052000	-14.460094	-19.098833	42.438333	19.333333	-8.492547
NKU3006_EC1__HJ16	0.487	1076.319873	-404.768312	-732.091139	-21.951557	10.333333	8.500000	-8.932271	21.000000	4.833333	7.166667	26.000000	10.833333	17.000000	92.187194	226.166975	14.211500	55.573333	-180.674167	-443.047500	-13.532680	-19.860833	42.531667	20.215000	-7.440968
PVO_4__HJ16	14.24781	-301.954463	-442.834943	657.122529	-23.971531	9.833333	8.666667	-6.099187	24.166667	2.333333	7.500000	30.500000	13.000000	21.500000	100.872528	235.058805	19.510333	55.543333	-184.115000	-488.666333	-14.749943	-23.999833	41.800000	20.076667	-7.631630
Q168_A2__HJ16	0.03941	-404.390530	-426.715049	718.591122	-23.294163	10.500000	9.166667	-7.772680	19.666667	4.333333	6.166667	28.333333	11.333333	18.833333	96.115754	224.417639	16.028650	57.553333	-161.934167	-408.635500	-13.744496	-21.448500	41.801667	20.076667	-7.452032
Q461_E2__HJ16	0.11665	-420.959807	-429.203171	765.652993	-21.675709	8.666667	8.000000	-6.086675	24.500000	3.000000	6.500000	28.000000	8.500000	25.500000	93.007711	229.982830	18.539000	52.286667	-167.767500	-448.132833	-14.002958	-23.267500	41.933333	19.525000	-10.342690
QH0692_42__HJ16	6.96512	-362.685646	-417.359306	700.290450	-22.909637	9.500000	7.833333	-7.628810	24.500000	3.000000	6.166667	27.666667	9.833333	23.000000	98.261169	233.916456	16.485167	-9.976667	-151.366333	-436.492333	-14.458755	-22.431500	42.743333	19.308333	-6.755788
R2184_C4__HJ16	9.99	730.800839	-420.727615	-343.358129	-22.209582	7.333333	6.166667	-6.567413	19.166667	5.833333	3.500000	29.500000	11.333333	20.833333	99.581499	232.397098	16.401500	62.916667	-134.652167	-392.779833	-13.910548	-21.175833	41.976667	20.630000	-6.672597
REJO4541_67__HJ16	6.99	-390.937696	-449.272089	738.692576	-23.895392	9.833333	8.333333	-8.945028	21.166667	3.666667	8.833333	26.500000	9.833333	23.500000	97.609130	227.709899	12.436333	102.025000	-179.025167	-462.061833	-14.898583	-22.398333	41.743333	19.558333	-10.174752
RHPA4259_7__HJ16	0.00988	221.028003	-488.797989	139.047260	-24.783665	9.833333	8.833333	-6.569402	21.666667	4.500000	6.333333	31.166667	11.333333	26.333333	98.336125	228.058945	18.325000	46.631667	-192.475000	-543.939167	-16.063934	-24.156500	42.151667	19.916667	-13.698015
